order_id,customer_id,order_purchase_timestamp,order_status,price,freight_value,customer_state,payment_type
40d6976c-45f2-4f50-87b0-8fd051ac756e,419,2026-01-07 18:02:27,delivered,39.01,6.03,NY,credit_card
04b53436-dc45-4c59-add9-25a3e7b3157d,94,2026-01-07 19:21:34,canceled,6.96,0.77,WA,debit_card
2b112ff3-149f-4aa3-814f-a373f43cce5b,3,2026-01-07 20:38:52,canceled,15.43,1.35,CO,credit_card
731a83c6-aae7-4aae-84af-7f3a13eb25d1,168,2026-01-07 20:49:08,delivered,55.95,10.31,WA,credit_card
5a39a15b-6ae4-41d0-bd86-32052845ed77,230,2026-01-07 23:00:22,delivered,45.27,7.87,NY,credit_card
0c6ae29b-d779-47ae-9599-e0b0fe522cd6,1642,2026-01-07 23:09:46,canceled,10.11,1.76,OR,credit_card
4ea347a9-cd63-4385-9466-9a177d116004,249,2026-01-07 23:31:48,shipped,64.86,8.49,CO,debit_card
dba24422-f0da-4a4d-b583-c48b16be2162,528,2026-01-08 00:15:16,delivered,7.33,1.25,TX,credit_card
34f5e2df-9bed-44bd-903b-7781231a9310,1929,2026-01-08 01:18:06,delivered,36.31,4.63,NY,debit_card
665a1e0e-9d94-45bf-b6c5-184947753fdb,847,2026-01-08 01:36:23,delivered,56.79,2.9,OR,boleto
39acda73-9f6a-4d9d-b506-73c5f377eebb,2,2026-01-08 01:50:15,shipped,70.22,7.95,CA,debit_card
3b83c339-89ad-402f-84d1-767cdd5151dc,997,2026-01-08 02:38:42,delivered,63.6,6.03,TX,credit_card
f86a49d4-1bb2-4532-bef2-482aee35be1c,1197,2026-01-08 03:25:50,delivered,18.09,1.55,AZ,credit_card
1fc70d47-3b59-47fc-a84a-8f1f37e21c06,1382,2026-01-08 03:55:52,delivered,16.23,2.12,FL,credit_card
09710d9b-d32d-49a6-bb3c-dad6f8b04276,1092,2026-01-08 05:13:35,delivered,62.14,12.4,FL,voucher
c33dba78-35da-4f86-a487-994f33efea8d,1496,2026-01-08 05:24:44,delivered,37.34,5.64,CA,credit_card
8eaa1576-a45f-486d-888e-ebd177577e43,272,2026-01-08 09:15:04,shipped,115.34,6.24,NY,debit_card
1e7f95ed-cac8-4f3d-a025-566180922ab4,1267,2026-01-08 10:27:03,delivered,84.46,8.54,IL,boleto
f67377aa-1675-443c-8014-8de1e2afff4a,1958,2026-01-08 10:52:04,delivered,75.39,7.92,FL,credit_card
f2dac692-09a0-42c3-8395-7597c58c0e95,1275,2026-01-08 12:32:43,delivered,54.06,8.55,TX,credit_card
da1691d4-4c8e-430c-b9a8-63fb06142cfe,1655,2026-01-08 15:19:20,delivered,10.39,1.65,NY,credit_card
29d9c63d-04fb-4749-beb6-51965bcb8545,1423,2026-01-08 15:33:21,delivered,28.68,4.66,OR,credit_card
57416126-9467-486d-9949-dd1ac9fa935b,1312,2026-01-08 15:39:00,delivered,34.22,3.72,TX,credit_card
7c92239b-4b4b-4fb3-b6a5-37bfaa299ff2,816,2026-01-08 16:55:14,shipped,50.29,7.02,CO,credit_card
b5322f96-f086-4095-a37c-43ff8a4f997b,1458,2026-01-08 17:06:44,delivered,26.35,3.79,OR,credit_card
0e6b8f4b-ce02-436f-a35a-7de71d3ee819,289,2026-01-08 17:22:37,delivered,13.71,2.61,NY,credit_card
9eabcc1d-e5ff-4546-9dea-097fc29d7da8,1451,2026-01-08 18:51:31,delivered,81.74,15.26,FL,debit_card
4ba64379-4936-4fbd-b656-6acaa97fc3bf,35,2026-01-08 19:47:45,delivered,18.42,2.89,AZ,credit_card
70862892-5f0e-4abc-a34a-33eb33ff5216,820,2026-01-08 20:45:17,delivered,10.22,0.99,IL,credit_card
ac800add-c7f6-4742-8897-3fcb07aff44b,303,2026-01-08 21:57:43,delivered,83.87,6.68,IL,credit_card
55c696da-80b5-49a4-a14c-26839ec69bcf,1624,2026-01-08 22:30:05,canceled,10.63,1.0,NY,credit_card
42bc5522-8dee-447b-8d21-49b8db72420f,1694,2026-01-08 23:38:37,delivered,12.39,0.75,NY,debit_card
35c8b312-edd2-4f4f-b551-1e48953ae953,1288,2026-01-09 00:43:54,shipped,124.69,9.79,MA,boleto
17141f75-951f-4cf8-9d38-017475896d67,263,2026-01-09 00:54:42,delivered,34.01,3.16,AZ,debit_card
d9471588-d4b5-46a9-8138-b6fa1817c7a7,867,2026-01-09 01:15:21,canceled,48.51,5.71,WA,debit_card
71ab5c31-0404-4b74-886c-f6af8fba7c41,1379,2026-01-09 01:16:40,delivered,47.77,7.41,CA,credit_card
840fdcc3-65cc-4636-b9d9-107cfedc5d07,994,2026-01-09 02:04:28,delivered,12.98,2.5,WA,credit_card
81e45c7f-9ec0-467c-adb8-7139170deb5e,140,2026-01-09 04:27:51,canceled,29.81,5.35,CA,credit_card
ed6f3157-d55f-4750-8f4c-b2ece7eafc61,1743,2026-01-09 05:37:02,delivered,25.27,3.53,FL,credit_card
c962ea6a-2a45-44ee-9527-4f364da08033,56,2026-01-09 05:41:02,processing,9.72,1.13,FL,credit_card
015bc9c3-d9de-4d77-9594-d1289e274f13,412,2026-01-09 09:05:08,delivered,16.17,2.6,AZ,boleto
c0508527-5a4c-47be-83ff-d8f1844654a0,313,2026-01-09 09:18:00,delivered,100.45,7.53,AZ,credit_card
c764f78a-3f56-407b-9553-2364f00eb996,1269,2026-01-09 09:42:28,canceled,53.57,3.01,OR,boleto
c472ff2e-c1cc-4ad2-a885-2ff2117c3f48,419,2026-01-09 09:48:20,delivered,37.11,4.36,CA,credit_card
c6201fa9-94ac-400f-b598-c8ece2c3050a,1185,2026-01-09 10:48:24,delivered,126.56,18.46,FL,debit_card
ad46a70d-6fe7-44d4-ae7f-4abb705c8082,1024,2026-01-09 11:43:38,delivered,7.83,0.92,IL,credit_card
96544465-169e-4db2-a047-8cbef3d4bcb6,408,2026-01-09 11:53:03,delivered,91.67,5.86,CO,credit_card
6d0856e4-eb82-4930-ba6d-bb269c566338,1350,2026-01-09 12:22:06,delivered,38.47,2.15,CA,credit_card
2c815d3b-9679-4b82-aa77-f1ecd4c2d8cc,1313,2026-01-09 12:59:41,processing,92.77,11.45,NY,credit_card
72d35747-807d-4acd-bdcd-b565782f5eeb,57,2026-01-09 13:53:14,delivered,115.99,8.19,IL,credit_card
2171f1d8-f6cd-4e66-a5e6-0b3875f08230,1010,2026-01-09 14:38:38,shipped,17.26,1.18,MA,debit_card
6e0935b1-98bb-4565-8951-5367f534efc4,611,2026-01-09 15:01:07,delivered,14.41,2.03,TX,boleto
46f6df4f-bb33-4b7d-a8e3-915fdefa97b7,1171,2026-01-09 15:42:38,delivered,10.47,1.7,CO,boleto
f048bfff-8bcb-4895-a9ba-aecc2318ec1a,1524,2026-01-09 16:27:18,processing,28.17,1.97,TX,credit_card
a2460a65-8312-4e39-896c-f36bc51649e2,787,2026-01-09 16:49:15,shipped,56.76,4.44,NY,credit_card
e1b22a9b-d270-45bd-a4ba-cadb8fbee19b,1928,2026-01-09 18:39:22,delivered,16.02,2.22,TX,credit_card
e8abf6a0-f3da-46ba-a185-42fba8d774e0,1504,2026-01-09 20:18:25,shipped,64.51,5.78,OR,credit_card
14918a77-dbf0-4b66-80b0-387b91bf2294,940,2026-01-09 20:37:06,delivered,50.12,3.98,IL,debit_card
20dfd409-1858-4c89-adc8-f7fe36fd737c,239,2026-01-09 21:24:12,delivered,36.88,4.32,NY,credit_card
93a28cbf-df97-4b5f-b382-99c3d360b8cf,423,2026-01-09 23:28:29,delivered,26.38,1.58,AZ,credit_card
819961b8-bfd4-4300-9bc3-6573dedf9f6e,58,2026-01-10 01:00:36,delivered,16.85,3.25,CO,credit_card
00a82c0d-787f-4389-9429-c3c03b2a8a29,1075,2026-01-10 01:47:50,shipped,53.67,6.48,TX,boleto
c51fac9d-dac2-4f81-8a27-31cfb6983535,1876,2026-01-10 02:20:48,delivered,20.53,1.2,CO,debit_card
0aad5de2-b895-467f-959b-c07f5f9c6eb4,743,2026-01-10 03:33:11,canceled,22.37,4.27,OR,credit_card
41ae5624-e336-4a98-b455-3d7da654f6c1,1642,2026-01-10 04:08:33,delivered,35.36,2.72,NY,debit_card
2d7c4e57-98cd-45d3-ae47-edf1505b6bdb,765,2026-01-10 05:09:30,delivered,45.81,6.46,IL,credit_card
2a7ff473-f8a4-4e8d-ad54-a28301e732ba,1834,2026-01-10 05:14:34,shipped,21.61,1.14,CO,debit_card
6c420a87-4a34-4b3b-88b1-ffd6690463bf,1603,2026-01-10 05:57:56,delivered,7.16,1.1,MA,credit_card
6fb58664-5771-414b-ab45-5f76ad53da85,1523,2026-01-10 07:16:51,delivered,40.46,6.68,WA,credit_card
22b45659-a6e6-4eac-bc50-b232f7098d0a,894,2026-01-10 07:31:14,shipped,16.0,2.78,MA,credit_card
ed44a01b-d544-4327-aaeb-a4dbc6978cff,1087,2026-01-10 08:00:48,canceled,20.81,4.09,CA,credit_card
a4e214df-46eb-4164-9195-a59c49eba3ad,748,2026-01-10 08:24:22,canceled,29.82,2.69,CA,debit_card
b8ee6e37-1319-48f8-bb66-6e8d39219944,173,2026-01-10 08:27:57,delivered,49.14,7.98,IL,credit_card
727b396b-ae55-496b-bf26-a6e181283dcb,254,2026-01-10 08:32:18,processing,23.23,3.39,IL,credit_card
31590aaf-50d5-4996-a2eb-d83adb49e849,1903,2026-01-10 09:02:32,delivered,159.71,19.98,OR,credit_card
21f57d99-6188-42d1-91ae-4d7453c36721,995,2026-01-10 09:05:49,shipped,62.0,7.94,CO,debit_card
f37573df-3b5c-4ceb-af70-767851736faf,1478,2026-01-10 09:45:13,shipped,19.29,3.64,AZ,credit_card
3e09d218-7d7f-46bc-9ffb-a135bdd0d355,1568,2026-01-10 11:04:47,shipped,26.27,1.86,NY,voucher
5a37fe95-794b-4f22-8f48-5bd865f50e24,1333,2026-01-10 11:18:20,delivered,60.97,9.45,MA,credit_card
15e98e5c-09b7-4ea2-9c19-0a37e5b49750,651,2026-01-10 11:19:25,delivered,49.8,8.66,AZ,debit_card
eec89f72-2b2a-4d21-8bc8-e775a8cb74e9,1505,2026-01-10 11:44:58,delivered,36.03,5.86,OR,credit_card
966b2564-18ac-47e2-a0fc-ca65322fa58c,1801,2026-01-10 12:26:45,shipped,70.95,3.75,CA,debit_card
28fac67f-9264-4e8d-add4-8d561effeb47,1345,2026-01-10 12:29:58,delivered,24.42,1.71,NY,credit_card
8ad34f39-ec3e-4c2e-8fe4-f51958b74990,778,2026-01-10 12:30:02,delivered,43.17,3.22,OR,credit_card
228074cf-fdb2-44a7-82b5-cf2778eee9ee,1260,2026-01-10 12:56:48,canceled,28.28,5.03,IL,credit_card
ea6dad12-409e-4014-a7c8-4c5ebcb36803,1324,2026-01-10 13:17:38,delivered,21.23,2.65,WA,credit_card
068e3c38-aaf3-43eb-ade0-21e47042c78f,631,2026-01-10 13:40:23,delivered,40.59,6.74,NY,credit_card
7c873fed-e290-4252-9887-66033c028f41,1834,2026-01-10 14:51:02,delivered,28.89,4.08,CO,credit_card
eb10411b-1a57-41ac-8a5f-3e466b4f4e85,1330,2026-01-10 14:55:06,delivered,12.68,0.95,WA,credit_card
